LGD2014NAME,2015 Default Urban/Rural,SA2011,SOA2001_name,Multiple Deprivation Measure Rank,Income Domain Rank,Employment Domain Rank,Health Deprivation and Disability Domain Rank,"Education, Skills and Training Domain Rank",Access to Services Domain Rank,Living Environment Domain Rank,Crime and Disorder Domain Rank,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,Proportion of the working age population who are employment deprived,Religion: Catholic,Religion: Presbyterian Church in Ireland,Religion: Church of Ireland,Religion: Methodist Church in Ireland,Religion: Other Christian (including Christian related),Religion: Other religions,Religion: No religion,Religion: Religion not stated,Religion: Catholic (%),Religion: Presbyterian Church in Ireland (%),Religion: Church of Ireland (%),Religion: Methodist Church in Ireland (%),Religion: Other Christian (including Christian related) (%),Religion: Other religions (%),Religion: No religion (%),Religion: Religion not stated (%),Area_Code,MYE,centre_x,centre_y,Type of long-term condition: Deafness or partial hearing loss (%),Type of long-term condition: Blindness or partial sight loss (%),Type of long-term condition: Communication difficulty (%),Type of long-term condition: A mobility or dexterity difficulty (%),"Type of long-term condition: A learning, intellectual, social or behavioural difficulty (%)","Type of long-term condition: An emotional, psychological or mental health condition (%)",Type of long-term condition: Long-term pain or discomfort (%),Type of long-term condition: Shortness of breath or difficulty breathing (%),Type of long-term condition: Frequent periods of confusion or memory loss (%),Type of long-term condition: A chronic illness (%),Type of long-term condition: Other condition (%),Type of long-term condition: No condition (%)
Belfast,Urban,N00001006,Botanic_1,3584,2989,3990,4128,4284,4483,37,1118,0.1,0.1,185,51,36,8,30,16,162,39,35.1,9.68,6.83,1.52,5.69,3.04,30.74,7.4,N00001006,425,-5.9391343874950335,54.58428660849972,1.33,0.76,0.38,0.38,1.52,3.23,1.33,5.5,0.95,1.52,2.09,85.01
Belfast,Urban,N00001007,Botanic_1,3222,1957,4234,3794,3924,3619,373,427,0.13,0.08,223,51,54,16,19,32,154,46,37.48,8.57,9.08,2.69,3.19,5.38,25.88,7.73,N00001007,493,-5.943033115814417,54.582744645067905,0.67,0.5,0.34,3.87,1.51,3.03,4.37,6.89,1.34,1.01,3.53,82.52
Belfast,Urban,N00001008,Botanic_1,1773,399,4479,4466,4065,3393,117,68,0.21,0.06,92,33,6,3,11,7,64,29,37.55,13.47,2.45,1.22,4.49,2.86,26.12,11.84,N00001008,243,-5.93571522250036,54.58184727404132,0.0,0.41,1.22,1.63,1.22,2.86,4.08,7.76,1.63,3.67,1.22,82.86
Belfast,Urban,N00001009,Botanic_1,2898,1851,3851,4242,3603,4457,87,289,0.14,0.11,74,16,14,2,6,9,51,16,39.36,8.51,7.45,1.06,3.19,4.79,27.13,8.51,N00001009,215,-5.940176360050612,54.581725650297955,0.53,0.53,0.53,1.6,2.13,3.72,1.6,4.26,0.0,1.6,2.13,85.64
Belfast,Urban,N00001010,Botanic_2,2238,1656,4409,4244,1029,4047,383,17,0.14,0.06,217,11,5,2,8,11,40,40,64.97,3.29,1.5,0.6,2.4,3.29,11.98,11.98,N00001010,520,-5.9242376898889475,54.584274503409354,0.9,1.2,0.6,5.39,1.8,5.09,3.59,4.49,0.6,2.1,2.1,82.34
Belfast,Urban,N00001011,Botanic_2,2141,2257,4510,3838,1013,2558,49,74,0.13,0.05,208,12,16,3,10,12,71,42,55.61,3.21,4.28,0.8,2.67,3.21,18.98,11.23,N00001011,481,-5.926353233617673,54.58252275954446,0.53,1.34,1.34,4.81,3.48,3.48,2.67,6.42,0.27,3.21,4.01,82.09
Belfast,Urban,N00001012,Botanic_2,1977,2862,3467,2568,693,2842,128,149,0.11,0.12,142,16,28,0,4,20,112,31,40.23,4.53,7.93,0.0,1.13,5.67,31.73,8.78,N00001012,270,-5.929797693138936,54.581099222327985,2.27,0.85,0.57,6.23,1.98,6.8,5.67,5.67,1.42,1.7,1.98,81.59
Belfast,Urban,N00001013,Botanic_2,2523,2987,4513,4008,1140,3953,71,32,0.1,0.04,125,9,14,1,6,7,39,41,51.65,3.72,5.79,0.41,2.48,2.89,16.12,16.94,N00001013,445,-5.924214361089897,54.5829083734104,2.89,0.83,1.24,4.13,2.89,7.02,4.55,9.92,2.48,2.89,2.48,79.34
Belfast,Urban,N00001014,Botanic_2,2426,1349,3641,3480,1948,3975,116,1405,0.16,0.12,93,29,20,5,7,5,69,11,38.91,12.13,8.37,2.09,2.93,2.09,28.87,4.6,N00001014,299,-5.935101497847472,54.58052498245344,2.93,0.84,1.67,6.28,1.26,4.6,3.35,5.86,1.67,2.09,1.67,82.85
Belfast,Urban,N00001015,Botanic_2,3290,3336,4528,4432,1750,3928,45,842,0.09,0.03,162,45,27,9,24,15,89,45,38.94,10.82,6.49,2.16,5.77,3.61,21.39,10.82,N00001015,418,-5.930698325242218,54.578895323597855,0.96,0.48,0.96,3.61,1.68,3.37,2.16,6.01,1.92,2.4,3.13,82.45
Belfast,Urban,N00001016,Botanic_3,2667,2335,4399,4317,2240,4482,8,80,0.12,0.07,162,12,3,1,6,1,34,43,61.83,4.58,1.15,0.38,2.29,0.38,12.98,16.41,N00001016,493,-5.927048349381366,54.584978609286104,1.53,0.0,1.15,2.29,0.38,2.29,0.76,5.34,0.0,2.67,1.91,86.26
Belfast,Urban,N00001017,Botanic_3,3437,3798,4533,4487,1547,3359,508,313,0.08,0.03,213,6,7,1,6,4,48,38,65.94,1.86,2.17,0.31,1.86,1.24,14.86,11.76,N00001017,519,-5.927635416894325,54.58377568528126,1.24,0.62,0.62,2.17,3.41,2.48,1.86,6.19,0.62,3.1,0.93,84.83
Belfast,Urban,N00001018,Botanic_3,3475,2670,4396,4427,3902,4353,417,95,0.11,0.07,102,14,34,3,3,13,105,14,35.42,4.86,11.81,1.04,1.04,4.51,36.46,4.86,N00001018,342,-5.931076682200275,54.58363691905267,3.13,1.04,0.69,2.78,1.74,4.51,4.17,6.6,1.39,3.82,3.13,80.21
Belfast,Urban,N00001019,Botanic_3,1974,1553,4436,3256,1214,4237,43,44,0.15,0.06,136,6,1,3,3,0,33,23,66.34,2.93,0.49,1.46,1.46,0.0,16.1,11.22,N00001019,413,-5.9267771244884715,54.583922709488114,1.46,0.98,1.46,5.85,2.93,8.29,4.88,8.29,1.46,0.98,2.44,80.98
Belfast,Urban,N00001020,Botanic_3,415,181,1097,672,1193,3557,768,13,0.24,0.3,78,10,6,1,2,7,27,40,45.61,5.85,3.51,0.58,1.17,4.09,15.79,23.39,N00001020,340,-5.924595131846099,54.58576317148346,3.51,1.17,1.75,11.7,5.26,15.2,12.28,10.53,8.19,2.92,5.85,69.01
Belfast,Urban,N00001021,Botanic_3,3388,3924,4506,4392,1731,4491,66,416,0.07,0.05,104,25,5,4,5,12,44,40,43.51,10.46,2.09,1.67,2.09,5.02,18.41,16.74,N00001021,480,-5.928300288797213,54.58530554795056,2.09,0.42,1.26,2.51,3.35,3.77,2.09,2.51,1.67,2.09,4.18,84.52
Belfast,Urban,N00001022,Botanic_4,488,552,871,99,1541,3310,483,788,0.2,0.32,216,49,21,8,30,36,171,73,35.76,8.11,3.48,1.32,4.97,5.96,28.31,12.09,N00001022,543,-5.9348648646206845,54.58611862537956,2.81,1.66,1.49,6.62,2.48,10.76,7.62,7.95,1.82,3.64,3.48,75.83
Belfast,Urban,N00001023,Botanic_4,1290,365,4301,3695,1119,4274,61,101,0.21,0.08,103,12,3,0,5,7,49,41,46.82,5.45,1.36,0.0,2.27,3.18,22.27,18.64,N00001023,393,-5.931850243772609,54.58729807592199,0.91,0.91,0.45,1.36,1.36,5.91,1.82,3.64,0.91,0.45,1.36,87.73
Belfast,Urban,N00001024,Botanic_4,2786,2195,4414,4134,1309,4172,428,243,0.13,0.06,168,15,12,2,8,9,94,38,48.55,4.34,3.47,0.58,2.31,2.6,27.17,10.98,N00001024,364,-5.929741173434228,54.5877022685289,0.58,0.87,0.29,2.02,1.45,3.76,2.89,4.05,0.58,2.31,2.31,86.42
Belfast,Urban,N00001025,Botanic_4,1619,900,4355,3987,580,3268,21,916,0.18,0.07,128,29,16,3,17,14,56,34,43.1,9.76,5.39,1.01,5.72,4.71,18.86,11.45,N00001025,294,-5.93011676104221,54.58700786172553,2.02,0.67,1.01,2.02,2.36,4.38,1.35,2.69,0.34,1.35,3.37,83.84
Belfast,Urban,N00001026,Botanic_4,1741,1712,3553,2695,838,3434,36,220,0.14,0.12,80,14,5,3,6,5,69,54,33.9,5.93,2.12,1.27,2.54,2.12,29.24,22.88,N00001026,310,-5.929102535260656,54.586568206436226,2.12,0.0,0.85,4.24,0.85,7.2,2.54,3.81,0.85,2.97,3.81,82.2
Belfast,Urban,N00001027,Botanic_5,1688,2589,2957,1756,333,4080,362,352,0.12,0.15,253,7,8,1,5,8,67,46,64.05,1.77,2.03,0.25,1.27,2.03,16.96,11.65,N00001027,458,-5.9212601314528195,54.58411555260499,1.77,0.51,0.76,6.58,2.78,7.34,6.58,10.38,1.01,2.03,4.05,75.95
Belfast,Urban,N00001028,Botanic_5,235,2995,71,35,334,3906,1669,161,0.1,0.54,198,1,5,2,2,4,12,37,75.86,0.38,1.92,0.77,0.77,1.53,4.6,14.18,N00001028,260,-5.921480558017898,54.58889939484607,8.05,4.21,1.15,22.61,3.07,12.64,19.16,14.94,3.45,7.66,9.58,50.57
Belfast,Urban,N00001029,Botanic_5,368,461,673,523,328,4091,235,531,0.21,0.35,476,11,11,3,7,23,66,102,68.1,1.57,1.57,0.43,1.0,3.29,9.44,14.59,N00001029,719,-5.920886140538799,54.58659798906072,2.86,1.29,1.72,9.01,2.15,9.01,7.58,9.3,1.72,2.15,4.72,73.82
